#Reads:	196031
#Bases:	809296219
#Max:	58041
#Min:	9
#Avg:	4128.4
#Median:	3950
#Mode:	3630
#Std_Dev:	1663.6
#Read Length Histogram:
#Length	reads	pct_reads	cum_reads	cum_pct_reads	bases	pct_bases	cum_bases	cum_pct_bases
0	1	0.001%	196031	100.000%	9	0.000%	809296219	100.000%
20	3	0.002%	196030	99.999%	77	0.000%	809296210	100.000%
30	5	0.003%	196027	99.998%	176	0.000%	809296133	100.000%
40	7	0.004%	196022	99.995%	316	0.000%	809295957	100.000%
50	5	0.003%	196015	99.992%	264	0.000%	809295641	100.000%
60	4	0.002%	196010	99.989%	258	0.000%	809295377	100.000%
70	4	0.002%	196006	99.987%	301	0.000%	809295119	100.000%
80	11	0.006%	196002	99.985%	915	0.000%	809294818	100.000%
90	11	0.006%	195991	99.980%	1054	0.000%	809293903	100.000%
100	8	0.004%	195980	99.974%	834	0.000%	809292849	100.000%
110	9	0.005%	195972	99.970%	1026	0.000%	809292015	99.999%
120	13	0.007%	195963	99.965%	1641	0.000%	809290989	99.999%
130	20	0.010%	195950	99.959%	2683	0.000%	809289348	99.999%
140	28	0.014%	195930	99.948%	4011	0.000%	809286665	99.999%
150	18	0.009%	195902	99.934%	2783	0.000%	809282654	99.998%
160	20	0.010%	195884	99.925%	3310	0.000%	809279871	99.998%
170	17	0.009%	195864	99.915%	2964	0.000%	809276561	99.998%
180	25	0.013%	195847	99.906%	4631	0.001%	809273597	99.997%
190	19	0.010%	195822	99.893%	3696	0.000%	809268966	99.997%
200	14	0.007%	195803	99.884%	2855	0.000%	809265270	99.996%
210	19	0.010%	195789	99.877%	4055	0.001%	809262415	99.996%
220	19	0.010%	195770	99.867%	4255	0.001%	809258360	99.995%
230	29	0.015%	195751	99.857%	6784	0.001%	809254105	99.995%
240	13	0.007%	195722	99.842%	3166	0.000%	809247321	99.994%
250	22	0.011%	195709	99.836%	5609	0.001%	809244155	99.994%
260	21	0.011%	195687	99.825%	5526	0.001%	809238546	99.993%
270	26	0.013%	195666	99.814%	7141	0.001%	809233020	99.992%
280	16	0.008%	195640	99.801%	4523	0.001%	809225879	99.991%
290	26	0.013%	195624	99.792%	7656	0.001%	809221356	99.991%
300	15	0.008%	195598	99.779%	4577	0.001%	809213700	99.990%
310	20	0.010%	195583	99.771%	6303	0.001%	809209123	99.989%
320	22	0.011%	195563	99.761%	7095	0.001%	809202820	99.988%
330	19	0.010%	195541	99.750%	6369	0.001%	809195725	99.988%
340	27	0.014%	195522	99.740%	9298	0.001%	809189356	99.987%
350	19	0.010%	195495	99.727%	6747	0.001%	809180058	99.986%
360	22	0.011%	195476	99.717%	8017	0.001%	809173311	99.985%
370	21	0.011%	195454	99.706%	7858	0.001%	809165294	99.984%
380	25	0.013%	195433	99.695%	9573	0.001%	809157436	99.983%
390	18	0.009%	195408	99.682%	7094	0.001%	809147863	99.982%
400	16	0.008%	195390	99.673%	6488	0.001%	809140769	99.981%
410	17	0.009%	195374	99.665%	7046	0.001%	809134281	99.980%
420	27	0.014%	195357	99.656%	11473	0.001%	809127235	99.979%
430	22	0.011%	195330	99.642%	9563	0.001%	809115762	99.978%
440	14	0.007%	195308	99.631%	6244	0.001%	809106199	99.977%
450	13	0.007%	195294	99.624%	5902	0.001%	809099955	99.976%
460	19	0.010%	195281	99.617%	8820	0.001%	809094053	99.975%
470	17	0.009%	195262	99.608%	8041	0.001%	809085233	99.974%
480	13	0.007%	195245	99.599%	6287	0.001%	809077192	99.973%
490	18	0.009%	195232	99.592%	8914	0.001%	809070905	99.972%
500	21	0.011%	195214	99.583%	10607	0.001%	809061991	99.971%
510	20	0.010%	195193	99.573%	10292	0.001%	809051384	99.970%
520	20	0.010%	195173	99.562%	10497	0.001%	809041092	99.968%
530	21	0.011%	195153	99.552%	11205	0.001%	809030595	99.967%
540	12	0.006%	195132	99.541%	6517	0.001%	809019390	99.966%
550	20	0.010%	195120	99.535%	11057	0.001%	809012873	99.965%
560	20	0.010%	195100	99.525%	11288	0.001%	809001816	99.964%
570	16	0.008%	195080	99.515%	9196	0.001%	808990528	99.962%
580	21	0.011%	195064	99.507%	12254	0.002%	808981332	99.961%
590	18	0.009%	195043	99.496%	10708	0.001%	808969078	99.960%
600	20	0.010%	195025	99.487%	12092	0.001%	808958370	99.958%
610	19	0.010%	195005	99.477%	11655	0.001%	808946278	99.957%
620	15	0.008%	194986	99.467%	9365	0.001%	808934623	99.955%
630	17	0.009%	194971	99.459%	10806	0.001%	808925258	99.954%
640	22	0.011%	194954	99.451%	14175	0.002%	808914452	99.953%
650	23	0.012%	194932	99.439%	15061	0.002%	808900277	99.951%
660	22	0.011%	194909	99.428%	14625	0.002%	808885216	99.949%
670	27	0.014%	194887	99.416%	18219	0.002%	808870591	99.947%
680	19	0.010%	194860	99.403%	13023	0.002%	808852372	99.945%
690	18	0.009%	194841	99.393%	12486	0.002%	808839349	99.944%
700	26	0.013%	194823	99.384%	18318	0.002%	808826863	99.942%
710	18	0.009%	194797	99.371%	12849	0.002%	808808545	99.940%
720	23	0.012%	194779	99.361%	16666	0.002%	808795696	99.938%
730	12	0.006%	194756	99.350%	8815	0.001%	808779030	99.936%
740	13	0.007%	194744	99.343%	9674	0.001%	808770215	99.935%
750	19	0.010%	194731	99.337%	14312	0.002%	808760541	99.934%
760	21	0.011%	194712	99.327%	16051	0.002%	808746229	99.932%
770	17	0.009%	194691	99.316%	13150	0.002%	808730178	99.930%
780	16	0.008%	194674	99.308%	12535	0.002%	808717028	99.928%
790	22	0.011%	194658	99.300%	17452	0.002%	808704493	99.927%
800	23	0.012%	194636	99.288%	18486	0.002%	808687041	99.925%
810	23	0.012%	194613	99.277%	18723	0.002%	808668555	99.922%
820	29	0.015%	194590	99.265%	23929	0.003%	808649832	99.920%
830	27	0.014%	194561	99.250%	22536	0.003%	808625903	99.917%
840	23	0.012%	194534	99.236%	19417	0.002%	808603367	99.914%
850	26	0.013%	194511	99.225%	22243	0.003%	808583950	99.912%
860	30	0.015%	194485	99.211%	25940	0.003%	808561707	99.909%
870	32	0.016%	194455	99.196%	27987	0.003%	808535767	99.906%
880	35	0.018%	194423	99.180%	30966	0.004%	808507780	99.903%
890	41	0.021%	194388	99.162%	36669	0.005%	808476814	99.899%
900	27	0.014%	194347	99.141%	24413	0.003%	808440145	99.894%
910	28	0.014%	194320	99.127%	25598	0.003%	808415732	99.891%
920	24	0.012%	194292	99.113%	22194	0.003%	808390134	99.888%
930	33	0.017%	194268	99.101%	30850	0.004%	808367940	99.885%
940	38	0.019%	194235	99.084%	35882	0.004%	808337090	99.881%
950	40	0.020%	194197	99.064%	38184	0.005%	808301208	99.877%
960	33	0.017%	194157	99.044%	31835	0.004%	808263024	99.872%
970	29	0.015%	194124	99.027%	28251	0.003%	808231189	99.868%
980	28	0.014%	194095	99.012%	27592	0.003%	808202938	99.865%
990	33	0.017%	194067	98.998%	32858	0.004%	808175346	99.862%
1000	46	0.023%	194034	98.981%	46207	0.006%	808142488	99.857%
1010	47	0.024%	193988	98.958%	47675	0.006%	808096281	99.852%
1020	50	0.026%	193941	98.934%	51221	0.006%	808048606	99.846%
1030	45	0.023%	193891	98.908%	46568	0.006%	807997385	99.840%
1040	46	0.023%	193846	98.885%	48056	0.006%	807950817	99.834%
1050	53	0.027%	193800	98.862%	55872	0.007%	807902761	99.828%
1060	42	0.021%	193747	98.835%	44718	0.006%	807846889	99.821%
1070	49	0.025%	193705	98.813%	52638	0.007%	807802171	99.815%
1080	54	0.028%	193656	98.788%	58549	0.007%	807749533	99.809%
1090	48	0.024%	193602	98.761%	52536	0.006%	807690984	99.802%
1100	66	0.034%	193554	98.736%	72913	0.009%	807638448	99.795%
1110	53	0.027%	193488	98.703%	59094	0.007%	807565535	99.786%
1120	56	0.029%	193435	98.676%	62957	0.008%	807506441	99.779%
1130	54	0.028%	193379	98.647%	61272	0.008%	807443484	99.771%
1140	76	0.039%	193325	98.620%	86966	0.011%	807382212	99.763%
1150	56	0.029%	193249	98.581%	64627	0.008%	807295246	99.753%
1160	63	0.032%	193193	98.552%	73367	0.009%	807230619	99.745%
1170	61	0.031%	193130	98.520%	71687	0.009%	807157252	99.736%
1180	77	0.039%	193069	98.489%	91190	0.011%	807085565	99.727%
1190	67	0.034%	192992	98.450%	80047	0.010%	806994375	99.716%
1200	67	0.034%	192925	98.416%	80702	0.010%	806914328	99.706%
1210	67	0.034%	192858	98.381%	81333	0.010%	806833626	99.696%
1220	72	0.037%	192791	98.347%	88159	0.011%	806752293	99.686%
1230	66	0.034%	192719	98.310%	81429	0.010%	806664134	99.675%
1240	72	0.037%	192653	98.277%	89586	0.011%	806582705	99.665%
1250	71	0.036%	192581	98.240%	89104	0.011%	806493119	99.654%
1260	92	0.047%	192510	98.204%	116393	0.014%	806404015	99.643%
1270	90	0.046%	192418	98.157%	114725	0.014%	806287622	99.628%
1280	96	0.049%	192328	98.111%	123319	0.015%	806172897	99.614%
1290	95	0.048%	192232	98.062%	122992	0.015%	806049578	99.599%
1300	98	0.050%	192137	98.014%	127852	0.016%	805926586	99.584%
1310	113	0.058%	192039	97.964%	148503	0.018%	805798734	99.568%
1320	82	0.042%	191926	97.906%	108637	0.013%	805650231	99.549%
1330	83	0.042%	191844	97.864%	110766	0.014%	805541594	99.536%
1340	102	0.052%	191761	97.822%	137186	0.017%	805430828	99.522%
1350	109	0.056%	191659	97.770%	147689	0.018%	805293642	99.505%
1360	107	0.055%	191550	97.714%	145995	0.018%	805145953	99.487%
1370	104	0.053%	191443	97.660%	142966	0.018%	804999958	99.469%
1380	128	0.065%	191339	97.607%	177174	0.022%	804856992	99.451%
1390	97	0.049%	191211	97.541%	135284	0.017%	804679818	99.430%
1400	113	0.058%	191114	97.492%	158762	0.020%	804544534	99.413%
1410	106	0.054%	191001	97.434%	149925	0.019%	804385772	99.393%
1420	107	0.055%	190895	97.380%	152432	0.019%	804235847	99.375%
1430	131	0.067%	190788	97.325%	187966	0.023%	804083415	99.356%
1440	120	0.061%	190657	97.259%	173347	0.021%	803895449	99.333%
1450	108	0.055%	190537	97.197%	157090	0.019%	803722102	99.311%
1460	114	0.058%	190429	97.142%	166926	0.021%	803565012	99.292%
1470	122	0.062%	190315	97.084%	179893	0.022%	803398086	99.271%
1480	137	0.070%	190193	97.022%	203355	0.025%	803218193	99.249%
1490	135	0.069%	190056	96.952%	201768	0.025%	803014838	99.224%
1500	126	0.064%	189921	96.883%	189581	0.023%	802813070	99.199%
1510	111	0.057%	189795	96.819%	168101	0.021%	802623489	99.175%
1520	142	0.072%	189684	96.762%	216469	0.027%	802455388	99.155%
1530	150	0.077%	189542	96.690%	230153	0.028%	802238919	99.128%
1540	128	0.065%	189392	96.613%	197682	0.024%	802008766	99.100%
1550	121	0.062%	189264	96.548%	188093	0.023%	801811084	99.075%
1560	158	0.081%	189143	96.486%	247224	0.031%	801622991	99.052%
1570	143	0.073%	188985	96.406%	225141	0.028%	801375767	99.021%
1580	174	0.089%	188842	96.333%	275754	0.034%	801150626	98.993%
1590	141	0.072%	188668	96.244%	224853	0.028%	800874872	98.959%
1600	159	0.081%	188527	96.172%	255114	0.032%	800650019	98.932%
1610	178	0.091%	188368	96.091%	287389	0.036%	800394905	98.900%
1620	173	0.088%	188190	96.000%	281005	0.035%	800107516	98.865%
1630	163	0.083%	188017	95.912%	266395	0.033%	799826511	98.830%
1640	160	0.082%	187854	95.829%	263083	0.033%	799560116	98.797%
1650	177	0.090%	187694	95.747%	292833	0.036%	799297033	98.764%
1660	167	0.085%	187517	95.657%	277896	0.034%	799004200	98.728%
1670	150	0.077%	187350	95.572%	251224	0.031%	798726304	98.694%
1680	174	0.089%	187200	95.495%	293120	0.036%	798475080	98.663%
1690	181	0.092%	187026	95.406%	306744	0.038%	798181960	98.627%
1700	167	0.085%	186845	95.314%	284624	0.035%	797875216	98.589%
1710	182	0.093%	186678	95.229%	311952	0.039%	797590592	98.554%
1720	203	0.104%	186496	95.136%	350134	0.043%	797278640	98.515%
1730	179	0.091%	186293	95.032%	310497	0.038%	796928506	98.472%
1740	190	0.097%	186114	94.941%	331452	0.041%	796618009	98.433%
1750	190	0.097%	185924	94.844%	333302	0.041%	796286557	98.392%
1760	196	0.100%	185734	94.747%	345836	0.043%	795953255	98.351%
1770	187	0.095%	185538	94.647%	331786	0.041%	795607419	98.309%
1780	211	0.108%	185351	94.552%	376466	0.047%	795275633	98.268%
1790	163	0.083%	185140	94.444%	292423	0.036%	794899167	98.221%
1800	234	0.119%	184977	94.361%	422272	0.052%	794606744	98.185%
1810	218	0.111%	184743	94.242%	395708	0.049%	794184472	98.133%
1820	232	0.118%	184525	94.131%	423290	0.052%	793788764	98.084%
1830	206	0.105%	184293	94.012%	377951	0.047%	793365474	98.032%
1840	242	0.123%	184087	93.907%	446361	0.055%	792987523	97.985%
1850	235	0.120%	183845	93.784%	435811	0.054%	792541162	97.930%
1860	226	0.115%	183610	93.664%	421309	0.052%	792105351	97.876%
1870	235	0.120%	183384	93.548%	440507	0.054%	791684042	97.824%
1880	232	0.118%	183149	93.429%	437186	0.054%	791243535	97.769%
1890	262	0.134%	182917	93.310%	496366	0.061%	790806349	97.715%
1900	228	0.116%	182655	93.177%	434283	0.054%	790309983	97.654%
1910	228	0.116%	182427	93.060%	436480	0.054%	789875700	97.600%
1920	250	0.128%	182199	92.944%	481115	0.059%	789439220	97.546%
1930	252	0.129%	181949	92.816%	487538	0.060%	788958105	97.487%
1940	235	0.120%	181697	92.688%	456933	0.056%	788470567	97.427%
1950	220	0.112%	181462	92.568%	429965	0.053%	788013634	97.370%
1960	257	0.131%	181242	92.456%	504816	0.062%	787583669	97.317%
1970	290	0.148%	180985	92.325%	572566	0.071%	787078853	97.255%
1980	272	0.139%	180695	92.177%	539769	0.067%	786506287	97.184%
1990	282	0.144%	180423	92.038%	562530	0.070%	785966518	97.117%
2000	288	0.147%	180141	91.894%	577315	0.071%	785403988	97.048%
2010	264	0.135%	179853	91.747%	531813	0.066%	784826673	96.976%
2020	276	0.141%	179589	91.613%	558683	0.069%	784294860	96.911%
2030	300	0.153%	179313	91.472%	610373	0.075%	783736177	96.842%
2040	278	0.142%	179013	91.319%	568388	0.070%	783125804	96.766%
2050	273	0.139%	178735	91.177%	560904	0.069%	782557416	96.696%
2060	259	0.132%	178462	91.038%	534633	0.066%	781996512	96.627%
2070	290	0.148%	178203	90.906%	601615	0.074%	781461879	96.561%
2080	277	0.141%	177913	90.758%	577466	0.071%	780860264	96.486%
2090	304	0.155%	177636	90.616%	636728	0.079%	780282798	96.415%
2100	300	0.153%	177332	90.461%	631369	0.078%	779646070	96.336%
2110	287	0.146%	177032	90.308%	606807	0.075%	779014701	96.258%
2120	279	0.142%	176745	90.162%	592724	0.073%	778407894	96.183%
2130	283	0.144%	176466	90.019%	604131	0.075%	777815170	96.110%
2140	329	0.168%	176183	89.875%	705557	0.087%	777211039	96.035%
2150	312	0.159%	175854	89.707%	672208	0.083%	776505482	95.948%
2160	340	0.173%	175542	89.548%	736060	0.091%	775833274	95.865%
2170	336	0.171%	175202	89.375%	730582	0.090%	775097214	95.774%
2180	317	0.162%	174866	89.203%	692518	0.086%	774366632	95.684%
2190	342	0.174%	174549	89.042%	750407	0.093%	773674114	95.598%
2200	323	0.165%	174207	88.867%	712056	0.088%	772923707	95.506%
2210	300	0.153%	173884	88.702%	664315	0.082%	772211651	95.418%
2220	340	0.173%	173584	88.549%	756376	0.093%	771547336	95.336%
2230	306	0.156%	173244	88.376%	683778	0.084%	770790960	95.242%
2240	350	0.179%	172938	88.220%	785620	0.097%	770107182	95.158%
2250	330	0.168%	172588	88.041%	744002	0.092%	769321562	95.061%
2260	345	0.176%	172258	87.873%	781313	0.097%	768577560	94.969%
2270	357	0.182%	171913	87.697%	811992	0.100%	767796247	94.872%
2280	334	0.170%	171556	87.515%	763116	0.094%	766984255	94.772%
2290	311	0.159%	171222	87.344%	713527	0.088%	766221139	94.677%
2300	354	0.181%	170911	87.186%	815881	0.101%	765507612	94.589%
2310	341	0.174%	170557	87.005%	789171	0.098%	764691731	94.488%
2320	353	0.180%	170216	86.831%	820568	0.101%	763902560	94.391%
2330	346	0.177%	169863	86.651%	807675	0.100%	763081992	94.290%
2340	371	0.189%	169517	86.475%	869820	0.107%	762274317	94.190%
2350	374	0.191%	169146	86.285%	880609	0.109%	761404497	94.082%
2360	357	0.182%	168772	86.095%	844072	0.104%	760523888	93.973%
2370	351	0.179%	168415	85.912%	833474	0.103%	759679816	93.869%
2380	378	0.193%	168064	85.733%	901361	0.111%	758846342	93.766%
2390	373	0.190%	167686	85.541%	893014	0.110%	757944981	93.655%
2400	351	0.179%	167313	85.350%	843861	0.104%	757051967	93.544%
2410	346	0.177%	166962	85.171%	835349	0.103%	756208106	93.440%
2420	360	0.184%	166616	84.995%	872807	0.108%	755372757	93.337%
2430	348	0.178%	166256	84.811%	847186	0.105%	754499950	93.229%
2440	376	0.192%	165908	84.634%	919179	0.114%	753652764	93.124%
2450	356	0.182%	165532	84.442%	873894	0.108%	752733585	93.011%
2460	385	0.196%	165176	84.260%	948774	0.117%	751859691	92.903%
2470	362	0.185%	164791	84.064%	895810	0.111%	750910917	92.786%
2480	396	0.202%	164429	83.879%	983866	0.122%	750015107	92.675%
2490	375	0.191%	164033	83.677%	935441	0.116%	749031241	92.553%
2500	403	0.206%	163658	83.486%	1009324	0.125%	748095800	92.438%
2510	407	0.208%	163255	83.280%	1023444	0.126%	747086476	92.313%
2520	393	0.200%	162848	83.073%	992143	0.123%	746063032	92.187%
2530	407	0.208%	162455	82.872%	1031500	0.127%	745070889	92.064%
2540	402	0.205%	162048	82.664%	1022959	0.126%	744039389	91.937%
2550	382	0.195%	161646	82.459%	975778	0.121%	743016430	91.810%
2560	412	0.210%	161264	82.265%	1056438	0.131%	742040652	91.690%
2570	396	0.202%	160852	82.054%	1019547	0.126%	740984214	91.559%
2580	396	0.202%	160456	81.852%	1023436	0.126%	739964667	91.433%
2590	401	0.205%	160060	81.650%	1040427	0.129%	738941231	91.307%
2600	430	0.219%	159659	81.446%	1119998	0.138%	737900804	91.178%
2610	432	0.220%	159229	81.226%	1129400	0.140%	736780806	91.040%
2620	410	0.209%	158797	81.006%	1075992	0.133%	735651406	90.900%
2630	430	0.219%	158387	80.797%	1132721	0.140%	734575414	90.767%
2640	410	0.209%	157957	80.578%	1084294	0.134%	733442693	90.627%
2650	391	0.199%	157547	80.368%	1037907	0.128%	732358399	90.493%
2660	414	0.211%	157156	80.169%	1103114	0.136%	731320492	90.365%
2670	424	0.216%	156742	79.958%	1134071	0.140%	730217378	90.229%
2680	379	0.193%	156318	79.741%	1017443	0.126%	729083307	90.089%
2690	445	0.227%	155939	79.548%	1199079	0.148%	728065864	89.963%
2700	413	0.211%	155494	79.321%	1116867	0.138%	726866785	89.815%
2710	444	0.226%	155081	79.110%	1205299	0.149%	725749918	89.677%
2720	384	0.196%	154637	78.884%	1046178	0.129%	724544619	89.528%
2730	458	0.234%	154253	78.688%	1252402	0.155%	723498441	89.398%
2740	420	0.214%	153795	78.454%	1152600	0.142%	722246039	89.244%
2750	398	0.203%	153375	78.240%	1096183	0.135%	721093439	89.101%
2760	416	0.212%	152977	78.037%	1149975	0.142%	719997256	88.966%
2770	436	0.222%	152561	77.825%	1209671	0.149%	718847281	88.824%
2780	415	0.212%	152125	77.603%	1155661	0.143%	717637610	88.674%
2790	469	0.239%	151710	77.391%	1310645	0.162%	716481949	88.531%
2800	458	0.234%	151241	77.152%	1284567	0.159%	715171304	88.370%
2810	451	0.230%	150783	76.918%	1269341	0.157%	713886737	88.211%
2820	413	0.211%	150332	76.688%	1166517	0.144%	712617396	88.054%
2830	459	0.234%	149919	76.477%	1301038	0.161%	711450879	87.910%
2840	424	0.216%	149460	76.243%	1206050	0.149%	710149841	87.749%
2850	454	0.232%	149036	76.027%	1295899	0.160%	708943791	87.600%
2860	450	0.230%	148582	75.795%	1289025	0.159%	707647892	87.440%
2870	442	0.225%	148132	75.566%	1270469	0.157%	706358867	87.281%
2880	449	0.229%	147690	75.340%	1295269	0.160%	705088398	87.124%
2890	433	0.221%	147241	75.111%	1253239	0.155%	703793129	86.964%
2900	464	0.237%	146808	74.890%	1347740	0.167%	702539890	86.809%
2910	438	0.223%	146344	74.653%	1276459	0.158%	701192150	86.642%
2920	438	0.223%	145906	74.430%	1280913	0.158%	699915691	86.484%
2930	437	0.223%	145468	74.207%	1282259	0.158%	698634778	86.326%
2940	456	0.233%	145031	73.984%	1342622	0.166%	697352519	86.168%
2950	406	0.207%	144575	73.751%	1199462	0.148%	696009897	86.002%
2960	455	0.232%	144169	73.544%	1348920	0.167%	694810435	85.854%
2970	472	0.241%	143714	73.312%	1403916	0.173%	693461515	85.687%
2980	472	0.241%	143242	73.071%	1408600	0.174%	692057599	85.514%
2990	474	0.242%	142770	72.830%	1419360	0.175%	690648999	85.339%
3000	464	0.237%	142296	72.589%	1393965	0.172%	689229639	85.164%
3010	451	0.230%	141832	72.352%	1359531	0.168%	687835674	84.992%
3020	463	0.236%	141381	72.122%	1400309	0.173%	686476143	84.824%
3030	416	0.212%	140918	71.886%	1262406	0.156%	685075834	84.651%
3040	430	0.219%	140502	71.673%	1309075	0.162%	683813428	84.495%
3050	453	0.231%	140072	71.454%	1383730	0.171%	682504353	84.333%
3060	453	0.231%	139619	71.223%	1388273	0.172%	681120623	84.162%
3070	419	0.214%	139166	70.992%	1288204	0.159%	679732350	83.991%
3080	452	0.231%	138747	70.778%	1394231	0.172%	678444146	83.831%
3090	482	0.246%	138295	70.548%	1491368	0.184%	677049915	83.659%
3100	447	0.228%	137813	70.302%	1387713	0.171%	675558547	83.475%
3110	466	0.238%	137366	70.074%	1451312	0.179%	674170834	83.303%
3120	425	0.217%	136900	69.836%	1327837	0.164%	672719522	83.124%
3130	487	0.248%	136475	69.619%	1526482	0.189%	671391685	82.960%
3140	448	0.229%	135988	69.371%	1408748	0.174%	669865203	82.771%
3150	443	0.226%	135540	69.142%	1397515	0.173%	668456455	82.597%
3160	452	0.231%	135097	68.916%	1430354	0.177%	667058940	82.425%
3170	452	0.231%	134645	68.686%	1434892	0.177%	665628586	82.248%
3180	505	0.258%	134193	68.455%	1608135	0.199%	664193694	82.071%
3190	447	0.228%	133688	68.197%	1428008	0.176%	662585559	81.872%
3200	481	0.245%	133241	67.969%	1541314	0.190%	661157551	81.695%
3210	469	0.239%	132760	67.724%	1507516	0.186%	659616237	81.505%
3220	513	0.262%	132291	67.485%	1654129	0.204%	658108721	81.319%
3230	491	0.250%	131778	67.223%	1588175	0.196%	656454592	81.114%
3240	481	0.245%	131287	66.973%	1560695	0.193%	654866417	80.918%
3250	471	0.240%	130806	66.727%	1532831	0.189%	653305722	80.725%
3260	482	0.246%	130335	66.487%	1573558	0.194%	651772891	80.536%
3270	447	0.228%	129853	66.241%	1463691	0.181%	650199333	80.341%
3280	449	0.229%	129406	66.013%	1474806	0.182%	648735642	80.160%
3290	481	0.245%	128957	65.784%	1584556	0.196%	647260836	79.978%
3300	497	0.254%	128476	65.539%	1642313	0.203%	645676280	79.782%
3310	500	0.255%	127979	65.285%	1657208	0.205%	644033967	79.580%
3320	489	0.249%	127479	65.030%	1625716	0.201%	642376759	79.375%
3330	486	0.248%	126990	64.781%	1620583	0.200%	640751043	79.174%
3340	474	0.242%	126504	64.533%	1585362	0.196%	639130460	78.974%
3350	475	0.242%	126030	64.291%	1593384	0.197%	637545098	78.778%
3360	449	0.229%	125555	64.049%	1510679	0.187%	635951714	78.581%
3370	461	0.235%	125106	63.819%	1555522	0.192%	634441035	78.394%
3380	487	0.248%	124645	63.584%	1648246	0.204%	632885513	78.202%
3390	505	0.258%	124158	63.336%	1714188	0.212%	631237267	77.998%
3400	471	0.240%	123653	63.078%	1603539	0.198%	629523079	77.786%
3410	497	0.254%	123182	62.838%	1696950	0.210%	627919540	77.588%
3420	442	0.225%	122685	62.584%	1513622	0.187%	626222590	77.379%
3430	460	0.235%	122243	62.359%	1579901	0.195%	624708968	77.192%
3440	482	0.246%	121783	62.124%	1660308	0.205%	623129067	76.996%
3450	467	0.238%	121301	61.878%	1613379	0.199%	621468759	76.791%
3460	460	0.235%	120834	61.640%	1593660	0.197%	619855380	76.592%
3470	474	0.242%	120374	61.406%	1646852	0.203%	618261720	76.395%
3480	492	0.251%	119900	61.164%	1714229	0.212%	616614868	76.191%
3490	458	0.234%	119408	60.913%	1600470	0.198%	614900639	75.980%
3500	472	0.241%	118950	60.679%	1654161	0.204%	613300169	75.782%
3510	478	0.244%	118478	60.438%	1679964	0.208%	611646008	75.578%
3520	448	0.229%	118000	60.195%	1578944	0.195%	609966044	75.370%
3530	433	0.221%	117552	59.966%	1530397	0.189%	608387100	75.175%
3540	491	0.250%	117119	59.745%	1740419	0.215%	606856703	74.986%
3550	452	0.231%	116628	59.495%	1606682	0.199%	605116284	74.771%
3560	476	0.243%	116176	59.264%	1696724	0.210%	603509602	74.572%
3570	470	0.240%	115700	59.021%	1679975	0.208%	601812878	74.362%
3580	442	0.225%	115230	58.782%	1584338	0.196%	600132903	74.155%
3590	443	0.226%	114788	58.556%	1592512	0.197%	598548565	73.959%
3600	464	0.237%	114345	58.330%	1672448	0.207%	596956053	73.762%
3610	464	0.237%	113881	58.093%	1677226	0.207%	595283605	73.556%
3620	450	0.230%	113417	57.857%	1631112	0.202%	593606379	73.348%
3630	522	0.266%	112967	57.627%	1897211	0.234%	591975267	73.147%
3640	447	0.228%	112445	57.361%	1629088	0.201%	590078056	72.912%
3650	461	0.235%	111998	57.133%	1684743	0.208%	588448968	72.711%
3660	433	0.221%	111537	56.898%	1586774	0.196%	586764225	72.503%
3670	473	0.241%	111104	56.677%	1738068	0.215%	585177451	72.307%
3680	481	0.245%	110631	56.435%	1772407	0.219%	583439383	72.092%
3690	444	0.226%	110150	56.190%	1640323	0.203%	581666976	71.873%
3700	487	0.248%	109706	55.964%	1804092	0.223%	580026653	71.671%
3710	453	0.231%	109219	55.715%	1682691	0.208%	578222561	71.448%
3720	449	0.229%	108766	55.484%	1672416	0.207%	576539870	71.240%
3730	462	0.236%	108317	55.255%	1725320	0.213%	574867454	71.033%
3740	467	0.238%	107855	55.019%	1748653	0.216%	573142134	70.820%
3750	435	0.222%	107388	54.781%	1633218	0.202%	571393481	70.604%
3760	451	0.230%	106953	54.559%	1697832	0.210%	569760263	70.402%
3770	480	0.245%	106502	54.329%	1811677	0.224%	568062431	70.192%
3780	454	0.232%	106022	54.084%	1718231	0.212%	566250754	69.968%
3790	432	0.220%	105568	53.853%	1639179	0.203%	564532523	69.756%
3800	462	0.236%	105136	53.632%	1757616	0.217%	562893344	69.553%
3810	471	0.240%	104674	53.397%	1796656	0.222%	561135728	69.336%
3820	445	0.227%	104203	53.156%	1701846	0.210%	559339072	69.114%
3830	511	0.261%	103758	52.929%	1959461	0.242%	557637226	68.904%
3840	475	0.242%	103247	52.669%	1826117	0.226%	555677765	68.662%
3850	485	0.247%	102772	52.426%	1869459	0.231%	553851648	68.436%
3860	428	0.218%	102287	52.179%	1653906	0.204%	551982189	68.205%
3870	419	0.214%	101859	51.961%	1623344	0.201%	550328283	68.001%
3880	433	0.221%	101440	51.747%	1681978	0.208%	548704939	67.800%
3890	463	0.236%	101007	51.526%	1803266	0.223%	547022961	67.592%
3900	487	0.248%	100544	51.290%	1901497	0.235%	545219695	67.370%
3910	426	0.217%	100057	51.041%	1667523	0.206%	543318198	67.135%
3920	430	0.219%	99631	50.824%	1687561	0.209%	541650675	66.929%
3930	456	0.233%	99201	50.605%	1794129	0.222%	539963114	66.720%
3940	451	0.230%	98745	50.372%	1778949	0.220%	538168985	66.498%
3950	426	0.217%	98294	50.142%	1684715	0.208%	536390036	66.279%
